3132742.027	887719.734	0.1850000020
3144160.851	1036945.934	0.1920000020
3232306.027	1422577.165	0.2469999940
3235756.006	1390541.044	0.1710000040
3267511.658	1407951.549	0.1920000020
3282141.196	1437256.370	0.2610000070
3317464.796	1151450.177	0.1599999960
3347448.888	1416788.322	0.1620000000
3351060.790	1471789.062	0.2080000040
3351881.111	1202065.228	0.1659999940
3354697.420	1463877.941	0.2080000040
3357386.435	1236339.321	0.1640000050
3387235.661	1479801.394	0.2389999930
3396846.006	1293853.385	0.1679999980
3413239.878	1371073.777	0.1609999980
3417516.864	1409293.919	0.1679999980
3422714.029	1482521.566	0.1870000060
3460092.135	1461177.201	0.1679999980
3477910.208	1230510.750	0.1829999980
3536368.497	1505705.290	0.1829999980
3539114.708	1409498.413	0.1589999940
3614941.611	1381258.059	0.1580000070
3618338.468	1506136.243	0.2000000030
3625882.692	874470.949	0.1640000050
3663264.968	1499888.000	0.2109999950
3685147.813	1128766.540	0.1870000060
3700582.185	1549864.221	0.2210000010
3705852.154	1280962.494	0.1620000000
3710325.392	1539777.987	0.1969999970
3729980.508	1066500.444	0.1850000020
3785290.856	1535399.560	0.1879999940
3788789.032	1384421.950	0.1690000000
3818555.205	1418969.761	0.1800000070
3845505.977	1461168.013	0.1720000060
3876779.041	1530756.461	0.2370000030
3879718.276	1005011.897	0.1800000070
3890051.214	1471126.903	0.1710000040
3926470.882	1316775.394	0.1920000020
3950381.736	972035.114	0.1780000030
3950659.837	1535586.627	0.2520000040
3950747.358	1537422.439	0.2520000040
3955467.541	1130506.407	0.1819999960
3984726.276	1418243.266	0.1599999960
4014366.574	1475571.262	0.1679999980
4018363.823	1169655.892	0.1809999940
4042386.879	1540455.876	0.2479999960
4058142.907	1427954.664	0.1640000050
4091954.973	1492774.730	0.1620000000
4124606.341	1532124.517	0.2020000070
4136676.679	1471270.516	0.1910000000
4148221.200	1375712.273	0.1659999940
4181694.692	1538080.562	0.2099999930
4291466.532	2684312.616	0.1609999980
4300239.022	2702048.807	0.1529999970
4301902.425	2709631.227	0.1529999970
4335142.787	2682397.489	0.1580000070
4338464.527	2668520.900	0.1840000000
4345046.340	2668911.747	0.1350000050
4345115.897	2652072.292	0.1850000020
4363764.344	2669767.123	0.1369999950
4377545.332	2709884.964	0.1550000010
4399219.073	2639787.902	0.1599999960
4423755.627	2683875.854	0.1439999940
4431813.217	2678473.486	0.2080000040
4483839.648	2720311.448	0.1529999970
4486308.425	2682402.662	0.1379999970
4499307.171	2703364.990	0.1840000000
4507956.138	2657516.905	0.1459999980
4520263.542	2672388.926	0.1990000010
4523939.696	2722551.375	0.1400000010
4527957.041	2694535.028	0.1809999940
4532376.884	2694333.246	0.1340000030
4535301.394	2638669.416	0.1350000050
4545276.272	2664069.413	0.2099999930
4545892.764	2664460.884	0.2099999930
4545922.269	2747686.571	0.1570000050
4546037.201	2794778.216	0.1620000000
4547814.078	2683439.736	0.1299999950
4549838.424	2746545.641	0.1570000050
4550556.820	2622959.523	0.1420000050
4552982.646	2767622.397	0.1700000020
4556778.364	2630262.377	0.1430000070
4559493.062	2697646.993	0.1340000030
4561769.578	2694408.121	0.1459999980
4564250.440	2704524.881	0.1459999980
4566607.556	2651426.651	0.1420000050
4571509.998	2754347.747	0.1570000050
4575024.583	2822753.179	0.1640000050
4579248.125	2795318.291	0.1650000070
4580062.796	2741946.980	0.1570000050
4582088.630	2702916.238	0.1350000050
