5110019.687	2160619.431	0.0683354363
5113424.253	2071739.828	0.0710777566
5114257.842	2071844.756	0.0710960850
5126812.020	1980481.010	0.0661808178
5140759.326	2078957.521	0.0719999969
5142149.771	2079138.895	0.0719999969
5157580.539	2021623.720	0.0703544021
5183575.029	2162966.855	0.0676707700
5188276.762	1945725.964	0.0669830218
5189902.801	2124695.611	0.0827225968
5233167.100	2009673.877	0.0814164206
3132742.027	887719.734	0.0930000022
3144160.851	1036945.934	0.1120000030
3232306.027	1422577.165	0.1010000040
3235756.006	1390541.044	0.0769999996
3267511.658	1407951.549	0.0960000008
3279875.398	1405367.818	0.0816213191
3282141.196	1437256.370	0.1260000020
3317464.796	1151450.177	0.0900000036
3338401.430	1480972.251	0.0682831183
3347448.888	1416788.322	0.0879999995
3351060.790	1471789.062	0.1059999990
3351881.111	1202065.228	0.0850000009
3354697.420	1463877.941	0.1059999990
3357386.435	1236339.321	0.0970000029
3360266.865	1446459.174	0.0619999990
3368328.054	1487915.580	0.0768057853
3387235.661	1479801.394	0.0820000023
3396846.006	1293853.385	0.0939999968
3413239.878	1371073.777	0.0829999968
3413239.878	1371073.777	0.0829999968
3417516.864	1409293.919	0.0790000036
3418660.500	1473806.714	0.0649999976
3422714.029	1482521.566	0.0649999976
3435831.003	1449435.327	0.0729999989
3460092.135	1461177.201	0.0560000017
3477910.208	1230510.750	0.1080000030
3536368.497	1505705.290	0.1030000000
3539114.708	1409498.413	0.0590000004
3539472.683	1536730.075	0.0890000015
3614941.611	1381258.059	0.0900000036
3616801.302	1539476.976	0.0839055777
3618338.468	1506136.243	0.1019999980
3625882.692	874470.949	0.0750000030
3659242.926	1222710.602	0.0320000015
3663264.968	1499888.000	0.1110000010
3685147.813	1128766.540	0.1010000040
3687585.287	1556574.370	0.0642859265
3700582.185	1549864.221	0.0599999987
3705852.154	1280962.494	0.1140000000
3710325.392	1539777.987	0.0700000003
3715955.959	1554022.554	0.0658936501
3729980.508	1066500.444	0.1099999990
3735746.243	1497093.778	0.0766275674
3753412.509	1447809.922	0.0736877471
3767860.590	1501814.103	0.0710000023
3772075.158	1540113.720	0.0714462474
3773369.552	1558418.325	0.0702446997
3777976.655	1559897.477	0.0704005063
3785290.856	1535399.560	0.0740000010
3788789.032	1384421.950	0.0630000010
3818555.205	1418969.761	0.0850000009
3819660.756	1554891.777	0.0756846219
3845505.977	1461168.013	0.0719999969
3876779.041	1530756.461	0.0759999976
3879718.276	1005011.897	0.0989999995
